# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e-01
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
0.72          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.73          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.74          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.75          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.76          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.77          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.78          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.79          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.8           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.81          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.82          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.83          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.84          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.85          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.86          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.87          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.88          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.89          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.9           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.91          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.92          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.93          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.94          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.95          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.96          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.97          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.98          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.99          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1             	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.01          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.02          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.03          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.04          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.05          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.06          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.07          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.08          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.09          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.1           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.11          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.12          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.13          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.14          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.15          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.16          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.17          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.18          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.19          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.2           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.21          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.22          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.23          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.24          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.25          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.26          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.27          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.28          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.29          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.3           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.31          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.32          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.33          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.34          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.35          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.36          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.37          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.38          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.39          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.4           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.41          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.42          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.43          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.44          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.45          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.46          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.47          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.48          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.49          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.5           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.51          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.52          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.53          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.54          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.55          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.56          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.57          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.58          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.59          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.6           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.61          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.62          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.63          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.64          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.65          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.66          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.67          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.68          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.69          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.7           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.71          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.72          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.73          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.74          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.75          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.76          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.77          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.78          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.79          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.8           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.81          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.82          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.83          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.84          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.85          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.86          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.87          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.88          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.89          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.9           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.91          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.92          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.93          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.94          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.95          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.96          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.97          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.98          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.99          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2             	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.01          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.02          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.03          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.04          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.05          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.06          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.07          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.08          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.09          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.1           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.11          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.12          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.13          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.14          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.15          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.16          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.17          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.18          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.19          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.2           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.21          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.22          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.23          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.24          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.25          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.26          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.27          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.28          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.29          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.3           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.31          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.32          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.33          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.34          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.35          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.36          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.37          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.38          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.39          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.4           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.41          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.42          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.43          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.44          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.45          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.46          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.47          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.48          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.49          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.5           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.51          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.52          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.53          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.54          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.55          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.56          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.57          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.58          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.59          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.6           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.61          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.62          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.63          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.64          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.65          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.66          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.67          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.68          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.69          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.7           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.71          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.72          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.73          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.74          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.75          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.76          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.77          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.78          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.79          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.8           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.81          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.82          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.83          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.84          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.85          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.86          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.87          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.88          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.89          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.9           	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.91          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.92          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.93          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.94          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.95          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.96          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.97          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.98          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.99          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3             	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.01          	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
